frame,altitude,airspeed,direction
12766,12.70,36.22,17.21
12767,12.70,36.22,17.26
12768,12.70,36.23,17.31
12769,12.70,36.23,17.36
12770,12.70,36.24,17.41
12771,12.70,36.24,17.46
12772,12.70,36.24,17.51
12773,12.70,36.24,17.56
12774,12.70,36.24,17.60
12775,12.70,36.24,17.65
12776,12.70,36.24,17.69
12777,12.70,36.24,17.73
12778,12.70,36.24,17.78
12779,12.70,36.25,17.82
12780,12.70,36.25,17.86
12781,12.70,36.25,17.89
12782,12.70,36.26,17.93
12783,12.70,36.27,17.96
12784,12.70,36.28,18.00
12785,12.69,36.29,18.03
12786,12.69,36.31,18.06
12787,12.69,36.33,18.08
12788,12.69,36.35,18.11
12789,12.69,36.37,18.13
12790,12.69,36.40,18.15
12791,12.69,36.43,18.17
12792,12.68,36.46,18.19
12793,12.68,36.50,18.20
12794,12.68,36.54,18.21
12795,12.67,36.59,18.22
12796,12.67,36.63,18.23
12797,12.67,36.68,18.24
12798,12.66,36.73,18.24
12799,12.66,36.78,18.25
12800,12.66,36.83,18.25
12801,12.66,36.87,18.26
12802,12.65,36.91,18.27
12803,12.65,36.95,18.28
12804,12.65,36.98,18.29
12805,12.65,37.00,18.30
12806,12.65,37.02,18.32
12807,12.65,37.03,18.33
12808,12.65,37.03,18.35
12809,12.65,37.03,18.37
12810,12.66,37.03,18.39
12811,12.66,37.02,18.42
12812,12.66,37.01,18.43
12813,12.66,37.00,18.45
12814,12.67,37.00,18.47
12815,12.67,36.99,18.48
12816,12.67,36.99,18.49
12817,12.67,36.99,18.50
12818,12.67,37.00,18.50
12819,12.67,37.01,18.50
12820,12.67,37.03,18.49
12821,12.67,37.06,18.48
12822,12.67,37.09,18.46
12823,12.66,37.12,18.44
12824,12.66,37.16,18.42
12825,12.66,37.20,18.39
12826,12.65,37.25,18.36
12827,12.65,37.29,18.33
12828,12.65,37.35,18.30
12829,12.64,37.40,18.27
12830,12.64,37.46,18.24
12831,12.63,37.52,18.21
12832,12.63,37.58,18.18
12833,12.62,37.64,18.14
12834,12.62,37.70,18.12
12835,12.61,37.76,18.09
12836,12.61,37.82,18.06
12837,12.61,37.88,18.04
12838,12.60,37.94,18.02
12839,12.60,38.00,18.00
12840,12.60,38.06,17.99
12841,12.59,38.11,17.98
12842,12.59,38.17,17.97
12843,12.59,38.22,17.97
12844,12.59,38.27,17.97
12845,12.59,38.32,17.97
12846,12.59,38.37,17.97
12847,12.59,38.42,17.98
12848,12.59,38.47,17.99
12849,12.59,38.51,18.00
12850,12.59,38.56,18.01
12851,12.59,38.60,18.03
12852,12.59,38.65,18.04
12853,12.58,38.69,18.06
12854,12.58,38.73,18.08
12855,12.58,38.77,18.09
12856,12.58,38.81,18.11
12857,12.58,38.85,18.13
12858,12.58,38.89,18.15
12859,12.58,38.93,18.17
12860,12.58,38.96,18.18
12861,12.58,39.00,18.20
12862,12.58,39.04,18.22
12863,12.58,39.07,18.23
12864,12.57,39.11,18.25
12865,12.57,39.14,18.26
12866,12.57,39.18,18.27
12867,12.57,39.21,18.29
12868,12.57,39.25,18.30
12869,12.56,39.28,18.31
12870,12.56,39.32,18.33
12871,12.56,39.36,18.34
12872,12.56,39.39,18.35
12873,12.55,39.43,18.37
12874,12.55,39.46,18.38
12875,12.55,39.50,18.40
12876,12.55,39.54,18.42
12877,12.55,39.58,18.43
12878,12.55,39.61,18.45
12879,12.54,39.65,18.47
12880,12.54,39.69,18.50
12881,12.54,39.73,18.52
12882,12.54,39.78,18.54
12883,12.54,39.82,18.57
12884,12.54,39.86,18.60
12885,12.55,39.91,18.63
12886,12.55,39.95,18.66
12887,12.55,40,18.7
12905,12.55,40.5,18.7
12923,12.57,40.5,18.3
12995,13.15,38.2,22
12995,13.15,38.20,22.00
12996,13.16,38.16,22.04
12997,13.16,38.11,22.07
12998,13.17,38.07,22.11
12999,13.17,38.03,22.14
13000,13.18,37.99,22.18
13001,13.18,37.94,22.21
13002,13.19,37.90,22.25
13003,13.19,37.86,22.29
13004,13.20,37.81,22.32
13005,13.20,37.77,22.36
13006,13.21,37.73,22.39
13007,13.21,37.69,22.43
13008,13.22,37.64,22.46
13009,13.23,37.60,22.50
13010,13.23,37.56,22.54
13011,13.24,37.51,22.57
13012,13.24,37.47,22.61
13013,13.25,37.43,22.64
13014,13.25,37.39,22.68
13015,13.26,37.34,22.71
13016,13.26,37.30,22.75
13017,13.27,37.26,22.79
13018,13.27,37.21,22.82
13019,13.28,37.17,22.86
13020,13.28,37.13,22.89
13021,13.29,37.09,22.93
13022,13.29,37.04,22.96
13023,13.3,37,23
13169,13.00,35.80,25.00
13170,12.99,35.81,24.93
13171,12.99,35.82,24.86
13172,12.98,35.83,24.80
13173,12.98,35.84,24.73
13174,12.97,35.85,24.66
13175,12.97,35.85,24.59
13176,12.96,35.86,24.52
13177,12.96,35.87,24.45
13178,12.95,35.88,24.39
13179,12.95,35.89,24.32
13180,12.94,35.90,24.25
13181,12.93,35.91,24.18
13182,12.93,35.92,24.11
13183,12.92,35.93,24.05
13184,12.92,35.94,23.98
13185,12.91,35.95,23.91
13186,12.91,35.95,23.84
13187,12.90,35.96,23.77
13188,12.90,35.97,23.70
13189,12.89,35.98,23.64
13190,12.89,35.99,23.57
13191,12.88,36,23.5
13323,11.98,33.5,16.1
13470,10.718096,33.5,13.305883
13471,10.71,33.51,13.26
13472,10.71,33.52,13.23
13473,10.71,33.53,13.19
13474,10.70,33.54,13.16
13475,10.70,33.55,13.12
13476,10.69,33.56,13.08
13477,10.69,33.57,13.05
13478,10.69,33.58,13.01
13479,10.68,33.59,12.98
13480,10.68,33.60,12.94
13481,10.67,33.61,12.90
13482,10.67,33.62,12.87
13483,10.67,33.63,12.83
13484,10.66,33.64,12.80
13485,10.66,33.65,12.76
13486,10.65,33.66,12.72
13487,10.65,33.67,12.69
13488,10.65,33.68,12.65
13489,10.64,33.69,12.62
13490,10.64,33.70,12.58
13491,10.63,33.71,12.54
13492,10.63,33.72,12.51
13493,10.63,33.73,12.47
13494,10.62,33.74,12.44
13495,10.62,33.75,12.40
13496,10.62,33.76,12.36
13497,10.61,33.77,12.33
13498,10.61,33.78,12.29
13499,10.60,33.79,12.26
13500,10.60,33.80,12.22
13501,10.60,33.81,12.18
13502,10.59,33.82,12.15
13503,10.59,33.83,12.11
13504,10.58,33.84,12.08
13505,10.58,33.85,12.04
13506,10.58,33.86,12.00
13507,10.57,33.87,11.97
13508,10.57,33.88,11.93
13509,10.56,33.89,11.90
13510,10.56,33.90,11.86
13511,10.56,33.91,11.82
13512,10.55,33.92,11.79
13513,10.55,33.93,11.75
13514,10.54,33.94,11.72
13515,10.54,33.95,11.68
13516,10.54,33.96,11.64
13517,10.53,33.97,11.61
13518,10.53,33.98,11.57
13519,10.52,33.99,11.54
13520,10.52,34,11.5
13658,11.05,30,14.51
13700,11.3,28.5,16.45
13701,11.30,28.48,16.48
13702,11.30,28.46,16.52
13703,11.30,28.43,16.55
13704,11.31,28.41,16.58
13705,11.31,28.39,16.62
13706,11.31,28.37,16.65
13707,11.31,28.35,16.69
13708,11.31,28.33,16.72
13709,11.31,28.30,16.75
13710,11.32,28.28,16.79
13711,11.32,28.26,16.82
13712,11.32,28.24,16.85
13713,11.32,28.22,16.89
13714,11.32,28.20,16.92
13715,11.32,28.17,16.96
13716,11.32,28.15,16.99
13717,11.33,28.13,17.02
13718,11.33,28.11,17.06
13719,11.33,28.09,17.09
13720,11.33,28.07,17.12
13721,11.33,28.04,17.16
13722,11.33,28.02,17.19
13723,11.34,28.00,17.23
13724,11.34,27.98,17.26
13725,11.34,27.96,17.29
13726,11.34,27.93,17.33
13727,11.34,27.91,17.36
13728,11.34,27.89,17.39
13729,11.34,27.87,17.43
13730,11.35,27.85,17.46
13731,11.35,27.83,17.49
13732,11.35,27.80,17.53
13733,11.35,27.78,17.56
13734,11.35,27.76,17.60
13735,11.35,27.74,17.63
13736,11.35,27.72,17.66
13737,11.36,27.70,17.70
13738,11.36,27.67,17.73
13739,11.36,27.65,17.76
13740,11.36,27.63,17.80
13741,11.36,27.61,17.83
13742,11.36,27.59,17.87
13743,11.37,27.57,17.90
13744,11.37,27.54,17.93
13745,11.37,27.52,17.97
13746,11.37,27.5,18
14065,10.18,35.7,20
14426,9.55,36.7,11.6
14427,9.55,36.69,11.61
14428,9.55,36.68,11.62
14429,9.54,36.67,11.63
14430,9.54,36.67,11.63
14431,9.54,36.66,11.64
14432,9.54,36.65,11.65
14433,9.53,36.64,11.66
14434,9.53,36.63,11.67
14435,9.53,36.62,11.68
14436,9.53,36.61,11.69
14437,9.53,36.60,11.70
14438,9.52,36.60,11.70
14439,9.52,36.59,11.71
14440,9.52,36.58,11.72
14441,9.52,36.57,11.73
14442,9.52,36.56,11.74
14443,9.51,36.55,11.75
14444,9.51,36.54,11.76
14445,9.51,36.53,11.77
14446,9.51,36.53,11.77
14447,9.50,36.52,11.78
14448,9.50,36.51,11.79
14449,9.5,36.5,11.8
14709,10.38,29,4.1
14867,11.4,23.5,11.95
15180,9.92,26.4,15.9
15263,9.57,28,13.6
15264,9.57,27.99,13.55
15265,9.57,27.97,13.51
15266,9.56,27.96,13.47
15267,9.56,27.96,13.43
15268,9.56,27.95,13.39
15269,9.56,27.95,13.36
15270,9.55,27.95,13.33
15271,9.55,27.96,13.30
15272,9.55,27.96,13.28
15273,9.54,27.97,13.25
15274,9.54,27.98,13.23
15275,9.53,27.99,13.22
15276,9.53,28.00,13.20
15277,9.53,28.01,13.19
15278,9.52,28.03,13.17
15279,9.52,28.04,13.16
15280,9.51,28.06,13.16
15281,9.51,28.08,13.15
15282,9.50,28.10,13.15
15283,9.50,28.11,13.14
15284,9.50,28.13,13.14
15285,9.49,28.15,13.14
15286,9.49,28.17,13.15
15287,9.48,28.19,13.15
15288,9.48,28.21,13.16
15289,9.47,28.23,13.16
15290,9.47,28.25,13.17
15291,9.47,28.27,13.18
15292,9.46,28.29,13.19
15293,9.46,28.30,13.20
15294,9.45,28.32,13.21
15295,9.45,28.33,13.22
15296,9.45,28.35,13.24
15297,9.44,28.36,13.25
15298,9.44,28.37,13.27
15299,9.44,28.38,13.28
15300,9.43,28.39,13.30
15301,9.43,28.40,13.31
15302,9.43,28.40,13.33
15303,9.43,28.41,13.35
15304,9.42,28.41,13.36
15305,9.42,28.40,13.38
15306,9.42,28.40,13.40
15307,9.42,28.39,13.42
15308,9.42,28.38,13.44
15309,9.42,28.37,13.45
15310,9.42,28.36,13.47
15311,9.42,28.35,13.49
15312,9.41,28.34,13.51
15313,9.41,28.32,13.53
15314,9.41,28.31,13.54
15315,9.41,28.30,13.56
15316,9.41,28.29,13.58
15317,9.41,28.29,13.60
15318,9.41,28.28,13.62
15319,9.41,28.28,13.64
15320,9.41,28.28,13.66
15321,9.40,28.29,13.68
15322,9.40,28.30,13.70
15323,9.40,28.32,13.72
15324,9.39,28.34,13.74
15325,9.39,28.36,13.76
15326,9.39,28.39,13.78
15327,9.38,28.42,13.80
15328,9.38,28.45,13.83
15329,9.37,28.49,13.85
15330,9.37,28.52,13.87
15331,9.37,28.56,13.88
15332,9.37,28.60,13.90
15333,9.37,28.64,13.92
15334,9.37,28.68,13.93
15335,9.37,28.72,13.95
15336,9.37,28.76,13.96
15337,9.38,28.80,13.97
15338,9.38,28.84,13.98
15339,9.39,28.87,13.99
15340,9.40,28.90,14.00
15341,9.41,28.93,14.00
15342,9.43,28.95,14.01
15343,9.44,28.97,14.01
15344,9.46,28.99,14.00
15345,9.48,29,14
15491,9.4,31,16.1
15492,9.40,31.00,16.09
15493,9.40,30.99,16.09
15494,9.40,30.99,16.08
15495,9.41,30.99,16.08
15496,9.41,30.99,16.08
15497,9.41,30.99,16.07
15498,9.41,30.99,16.07
15499,9.41,30.99,16.07
15500,9.41,30.99,16.07
15501,9.41,30.99,16.06
15502,9.41,31.00,16.06
15503,9.41,31.00,16.06
15504,9.42,31.01,16.06
15505,9.42,31.01,16.06
15506,9.42,31.02,16.06
15507,9.42,31.02,16.06
15508,9.42,31.03,16.07
15509,9.42,31.04,16.07
15510,9.42,31.04,16.07
15511,9.42,31.05,16.07
15512,9.42,31.06,16.08
15513,9.42,31.07,16.08
15514,9.42,31.08,16.08
15515,9.42,31.09,16.09
15516,9.42,31.10,16.09
15517,9.42,31.11,16.10
15518,9.42,31.12,16.10
15519,9.42,31.14,16.11
15520,9.42,31.15,16.12
15521,9.42,31.16,16.12
15522,9.42,31.18,16.13
15523,9.42,31.19,16.14
15524,9.42,31.21,16.14
15525,9.42,31.22,16.15
15526,9.42,31.24,16.16
15527,9.42,31.25,16.17
15528,9.42,31.27,16.17
15529,9.42,31.29,16.18
15530,9.42,31.30,16.19
15531,9.42,31.32,16.20
15532,9.42,31.34,16.21
15533,9.42,31.36,16.22
15534,9.42,31.38,16.23
15535,9.42,31.40,16.24
15536,9.42,31.42,16.25
15537,9.42,31.44,16.26
15538,9.42,31.46,16.27
15539,9.42,31.48,16.28
15540,9.42,31.50,16.30
15541,9.42,31.52,16.31
15542,9.42,31.54,16.32
15543,9.41,31.57,16.33
15544,9.41,31.59,16.34
15545,9.41,31.61,16.35
15546,9.41,31.63,16.37
15547,9.41,31.66,16.38
15548,9.41,31.68,16.39
15549,9.41,31.71,16.40
15550,9.41,31.73,16.42
15551,9.41,31.75,16.43
15552,9.41,31.78,16.44
15553,9.41,31.80,16.46
15554,9.40,31.83,16.47
15555,9.40,31.86,16.48
15556,9.40,31.88,16.49
15557,9.40,31.91,16.51
15558,9.40,31.93,16.52
15559,9.40,31.96,16.54
15560,9.40,31.99,16.55
15561,9.40,32.01,16.56
15562,9.40,32.04,16.58
15563,9.39,32.07,16.59
15564,9.39,32.10,16.60
15565,9.39,32.12,16.62
15566,9.39,32.15,16.63
15567,9.39,32.18,16.64
15568,9.39,32.21,16.66
15569,9.39,32.24,16.67
15570,9.39,32.26,16.69
15571,9.38,32.29,16.70
15572,9.38,32.32,16.71
15573,9.38,32.35,16.73
15574,9.38,32.38,16.74
15575,9.38,32.41,16.75
15576,9.38,32.44,16.77
15577,9.38,32.47,16.78
15578,9.37,32.50,16.79
15579,9.37,32.53,16.81
15580,9.37,32.56,16.82
15581,9.37,32.58,16.83
15582,9.37,32.61,16.85
15583,9.37,32.64,16.86
15584,9.37,32.67,16.87
15585,9.36,32.70,16.88
15586,9.36,32.73,16.90
15587,9.36,32.76,16.91
15588,9.36,32.79,16.92
15589,9.36,32.82,16.93
15590,9.36,32.85,16.94
15591,9.36,32.88,16.96
15592,9.35,32.91,16.97
15593,9.35,32.94,16.98
15594,9.35,32.97,16.99
15595,9.35,33.00,17.00
15596,9.35,33.03,17.01
15597,9.35,33.06,17.02
15598,9.35,33.09,17.03
15599,9.34,33.12,17.04
15600,9.34,33.15,17.05
15601,9.34,33.18,17.06
15602,9.34,33.21,17.07
15603,9.34,33.23,17.08
15604,9.34,33.26,17.09
15605,9.34,33.29,17.10
15606,9.33,33.32,17.10
15607,9.33,33.35,17.11
15608,9.33,33.38,17.12
15609,9.33,33.41,17.13
15610,9.33,33.43,17.13
15611,9.33,33.46,17.14
15612,9.33,33.49,17.15
15613,9.32,33.52,17.15
15614,9.32,33.54,17.16
15615,9.32,33.57,17.17
15616,9.32,33.60,17.17
15617,9.32,33.63,17.18
15618,9.32,33.65,17.18
15619,9.32,33.68,17.18
15620,9.31,33.70,17.19
15621,9.31,33.73,17.19
15622,9.31,33.76,17.19
15623,9.31,33.78,17.20
15624,9.31,33.81,17.20
15625,9.31,33.83,17.20
15626,9.31,33.86,17.20
15627,9.31,33.88,17.20
15628,9.30,33.91,17.20
15629,9.30,33.93,17.20
15630,9.30,33.95,17.20
15631,9.30,33.98,17.20
15632,9.30,34.00,17.20
15633,9.30,34.02,17.20
15634,9.30,34.05,17.20
15635,9.30,34.07,17.19
15636,9.30,34.09,17.19
15637,9.29,34.11,17.19
15638,9.29,34.13,17.18
15639,9.29,34.15,17.18
15640,9.29,34.17,17.18
15641,9.29,34.19,17.17
15642,9.29,34.22,17.17
15643,9.29,34.24,17.16
15644,9.29,34.26,17.16
15645,9.29,34.28,17.15
15646,9.29,34.30,17.15
15647,9.29,34.31,17.14
15648,9.28,34.33,17.14
15649,9.28,34.35,17.14
15650,9.28,34.37,17.13
15651,9.28,34.39,17.13
15652,9.28,34.41,17.12
15653,9.28,34.43,17.12
15654,9.28,34.45,17.12
15655,9.28,34.47,17.11
15656,9.28,34.49,17.11
15657,9.28,34.51,17.11
15658,9.28,34.52,17.11
15659,9.28,34.54,17.11
15660,9.27,34.56,17.11
15661,9.27,34.58,17.11
15662,9.27,34.60,17.11
15663,9.27,34.62,17.11
15664,9.27,34.64,17.11
15665,9.27,34.66,17.11
15666,9.27,34.68,17.12
15667,9.27,34.69,17.12
15668,9.27,34.71,17.13
15669,9.27,34.73,17.13
15670,9.26,34.75,17.14
15671,9.26,34.77,17.15
15672,9.26,34.79,17.15
15673,9.26,34.81,17.16
15674,9.26,34.83,17.17
15675,9.26,34.85,17.19
15676,9.26,34.87,17.20
15677,9.26,34.89,17.21
15678,9.26,34.91,17.23
15679,9.25,34.94,17.24
15680,9.25,34.96,17.26
15681,9.25,34.98,17.28
15682,9.25,35.00,17.30
15683,9.25,35.02,17.32
15684,9.25,35.04,17.34
15685,9.25,35.07,17.37
15686,9.24,35.09,17.39
15687,9.24,35.11,17.42
15688,9.24,35.14,17.45
15689,9.24,35.16,17.47
15690,9.24,35.18,17.50
15691,9.24,35.21,17.53
15692,9.23,35.23,17.56
15693,9.23,35.26,17.59
15694,9.23,35.28,17.62
15695,9.23,35.30,17.65
15696,9.22,35.33,17.68
15697,9.22,35.35,17.71
15698,9.22,35.38,17.74
15699,9.21,35.40,17.77
15700,9.21,35.43,17.80
15701,9.21,35.45,17.83
15702,9.20,35.48,17.86
15703,9.20,35.50,17.89
15704,9.20,35.53,17.92
15705,9.19,35.55,17.95
15706,9.19,35.58,17.98
15707,9.18,35.60,18.00
15708,9.18,35.63,18.03
15709,9.17,35.65,18.05
15710,9.17,35.68,18.08
15711,9.16,35.70,18.10
15712,9.15,35.72,18.12
15713,9.15,35.75,18.14
15714,9.14,35.77,18.16
15715,9.13,35.80,18.18
15716,9.13,35.82,18.19
15717,9.12,35.84,18.21
15718,9.11,35.87,18.22
15719,9.10,35.89,18.23
15720,9.10,35.92,18.25
15721,9.09,35.94,18.26
15722,9.08,35.96,18.27
15723,9.07,35.98,18.27
15724,9.07,36.01,18.28
15725,9.06,36.03,18.29
15726,9.05,36.05,18.30
15727,9.05,36.07,18.30
15728,9.04,36.10,18.30
15729,9.03,36.12,18.31
15730,9.03,36.14,18.31
15731,9.02,36.16,18.31
15732,9.02,36.18,18.32
15733,9.01,36.20,18.32
15734,9.00,36.23,18.32
15735,9.00,36.25,18.32
15736,9.00,36.27,18.31
15737,8.99,36.29,18.31
15738,8.99,36.31,18.31
15739,8.99,36.33,18.31
15740,8.98,36.35,18.31
15741,8.98,36.37,18.30
15742,8.98,36.39,18.30
15743,8.98,36.40,18.30
15744,8.98,36.42,18.29
15745,8.98,36.44,18.29
15746,8.98,36.46,18.28
15747,8.99,36.48,18.28
15748,8.99,36.50,18.27
15749,8.99,36.51,18.27
15750,9.00,36.53,18.26
15751,9.01,36.55,18.25
15752,9.01,36.56,18.25
15753,9.02,36.58,18.24
15754,9.03,36.60,18.24
15755,9.04,36.61,18.23
15756,9.05,36.63,18.23
15757,9.06,36.64,18.22
15758,9.07,36.66,18.22
15759,9.09,36.67,18.21
15760,9.10,36.69,18.20
15761,9.12,36.70,18.20
15762,9.14,36.71,18.20
15763,9.16,36.73,18.19
15764,9.18,36.74,18.19
15765,9.20,36.75,18.18
15766,9.22,36.77,18.18
15767,9.24,36.78,18.17
15768,9.26,36.79,18.17
15769,9.28,36.80,18.17
15770,9.31,36.82,18.16
15771,9.33,36.83,18.16
15772,9.35,36.84,18.16
15773,9.37,36.85,18.15
15774,9.40,36.87,18.15
15775,9.42,36.88,18.14
15776,9.44,36.89,18.14
15777,9.46,36.91,18.13
15778,9.48,36.92,18.13
15779,9.50,36.94,18.12
15780,9.52,36.95,18.12
15781,9.54,36.97,18.11
15782,9.55,36.98,18.10
15783,9.56,37.00,18.10
15784,9.58,37.02,18.09
15785,9.59,37.03,18.08
15786,9.60,37.05,18.07
15787,9.60,37.07,18.07
15788,9.61,37.09,18.06
15789,9.61,37.11,18.05
15790,9.61,37.13,18.04
15791,9.61,37.15,18.02
15792,9.61,37.18,18.01
15793,9.60,37.20,18.00
15794,9.59,37.22,17.99
15795,9.58,37.25,17.97
15796,9.56,37.28,17.96
15797,9.54,37.31,17.94
15798,9.52,37.34,17.92
15799,9.50,37.37,17.91
15800,9.47,37.40,17.89
15801,9.43,37.43,17.87
15802,9.40,37.46,17.85
15803,9.36,37.50,17.83
15804,9.31,37.54,17.80
15805,9.26,37.58,17.78
15806,9.21,37.62,17.75
15807,9.15,37.66,17.73
15808,9.09,37.7,17.7
16061,8.5,40.1,0
17588,14.85,22.5,0